firm_id,active,purge,member_status_id,member_status,member_cat_id,member_cat,application_signed,bbb_rr_url,bbir_status_id,bbir_status,business_type_id,business_type,do_not_mail,number_of_employees,number_of_locations,scope_id,scope_text,date_application_signed,date_established,state_established,date_incorporated,state_incorporated,date_joined_bbb,date_license_checked,date_standards_returned,date_file_opened,mip_status,mip_status-2,mip_date_start,mip_date_delete,outofbusiness_status,outofbusiness_status-2,outofbusiness_date,outofbusiness_status_change,deleted_date,lastupdate,termination_pending,termination_date,termination_active,hq,date_business_start,number_of_customers,annual_revenue,modifiedon,modifiedby,parent_id,date_expire,number_of_parttime,hq_type_id,deleted_pending,deleted_pending_date,date_newowner,rating_pattern,rating_pattern_date,branch_id,createdon,createdby,ischarity,number_of_seasonal,naics,public_company,establishment_type_id,tax_exempt
51,True,False,19,Twin Cities Metro,1,Not Accredited,False,,4.0,BP Sent,3.0,Sole Proprietorship,False,1,1,0.0,,,1977-03-01 00:00:00,MN,,,1979-03-01 00:00:00,,,1979-03-01 00:00:00,2,No,,,,,,,2006-01-11 00:00:00,2011-10-12 00:00:00,False,,False,False,1977-03-01 00:00:00,1.0,41000.0,2016-09-22 17:04:25.567,5675.0,,,0.0,,False,,,False,,,,,False,0.0,531210.0,False,,
53,True,False,19,Twin Cities Metro,1,Not Accredited,False,,,,1.0,Corporation,False,7,1,0.0,,,1983-01-01 00:00:00,MN,1996-01-01 00:00:00,MN,,,,1985-08-01 00:00:00,2,No,,,,,,,,2015-09-29 00:00:00,False,,False,False,1983-01-01 00:00:00,0.0,810000.0,2016-09-22 17:05:55.507,5675.0,,,0.0,,False,,,False,,,,,False,0.0,811111.0,False,,
54,True,False,19,Twin Cities Metro,3,Accredited Business,False,,1.0,Returned,1.0,Corporation,False,15,1,,,2009-04-28 00:00:00,1964-01-01 00:00:00,MN,1978-01-13 00:00:00,MN,1980-03-18 00:00:00,,,1980-03-01 00:00:00,2,No,,,,,,,,2002-05-15 00:00:00,False,,False,False,1964-01-01 00:00:00,1500.0,5900000.0,2022-01-31 16:49:19.53,,,,,,False,,,False,,,,,False,,238990.0,False,,
56,True,False,19,Twin Cities Metro,1,Not Accredited,False,,,,1.0,Corporation,False,7,1,0.0,,,2019-04-15 00:00:00,MN,1987-06-05 00:00:00,MN,2019-12-31 00:00:00,,,1989-05-09 00:00:00,2,No,,,,,,,2021-02-25 00:00:00,2021-01-07 16:52:02.71,False,,False,False,2019-04-15 00:00:00,500.0,0.0,2021-02-25 11:49:10.333,4880.0,,,0.0,,False,,,False,,,,,False,0.0,812910.0,False,0.0,
58,False,False,19,Twin Cities Metro,1,Not Accredited,False,,4.0,BP Sent,0.0,,True,1,1,0.0,,,1940-03-01 00:00:00,MN,,,1994-09-01 00:00:00,,,1972-03-01 00:00:00,2,No,,,2.0,Believed to be Out of Business,2018-12-04 00:00:00,2018-12-04 11:06:20.483,1995-05-31 00:00:00,2001-06-29 00:00:00,False,,False,False,1940-03-01 00:00:00,0.0,0.0,2018-12-04 11:07:20.623,4870.0,,,0.0,,False,,,False,,,,,False,0.0,443141.0,False,,
60,False,False,19,Twin Cities Metro,1,Not Accredited,False,,,,6.0,Limited Liability Company (LLC),True,5,3,0.0,,,1973-10-01 00:00:00,MN,2007-07-20 00:00:00,MN,1975-05-19 00:00:00,,,1975-05-01 00:00:00,2,No,,,1.0,Confirmed to be Out of Business,2020-05-04 00:00:00,2020-04-29 10:02:10.69,2020-04-29 00:00:00,2019-05-08 11:22:26.853,False,,False,False,1973-10-01 00:00:00,0.0,1100000.0,2023-05-07 10:54:14.303,4864.0,,,0.0,,False,,,False,,,,,False,0.0,442210.0,False,,
61,True,False,19,Twin Cities Metro,3,Accredited Business,False,,1.0,Returned,17.0,Assumed Name,False,3,1,0.0,,2021-08-25 00:00:00,1975-05-01 00:00:00,MN,,,2021-08-26 00:00:00,,,1975-05-01 00:00:00,2,No,,,,,,,,2022-09-21 17:16:38.5,False,,False,False,1975-05-01 00:00:00,,,2022-09-21 17:16:38.517,8849.0,,,,,False,,,False,,,,,False,,541320.0,False,0.0,
67,True,False,19,Twin Cities Metro,1,Not Accredited,False,,,,0.0,,True,500,1,0.0,,,1975-01-01 00:00:00,NY,,,1983-06-07 00:00:00,,,1983-06-01 00:00:00,2,No,,,2.0,Believed to be Out of Business,2021-07-23 00:00:00,2021-07-23 10:24:37.327,2008-09-04 00:00:00,2011-04-13 00:00:00,False,,False,False,1975-01-01 00:00:00,0.0,,2021-07-23 10:24:37.327,10166.0,,,0.0,,False,,,False,,,,,False,0.0,524210.0,False,0.0,
70,True,False,19,Twin Cities Metro,1,Not Accredited,False,,1.0,Returned,1.0,Corporation,False,4,1,0.0,,,1974-11-01 00:00:00,MN,1985-09-24 00:00:00,MN,1978-05-23 00:00:00,,,1978-05-01 00:00:00,2,No,,,,,,,2023-08-30 00:00:00,2002-07-25 00:00:00,False,,False,False,1974-11-01 00:00:00,500.0,470000.0,2023-08-30 10:54:21.063,9832.0,,,0.0,,False,,,False,,,,,False,0.0,442299.0,False,,
71,True,False,19,Twin Cities Metro,1,Not Accredited,False,,,,1.0,Corporation,False,45,1,0.0,,,1960-06-01 00:00:00,MN,,,1975-06-25 00:00:00,,,1975-06-01 00:00:00,2,No,,,,,,,2020-08-11 00:00:00,2002-06-04 00:00:00,False,,False,False,1960-06-01 00:00:00,0.0,10700000.0,2020-08-11 15:53:19.55,4880.0,,,0.0,,False,,,False,,,,,False,0.0,423990.0,False,0.0,
72,False,False,19,Twin Cities Metro,1,Not Accredited,False,,4.0,BP Sent,0.0,,True,4,1,0.0,,,1976-12-01 00:00:00,MN,2000-01-01 00:00:00,MN,1988-05-03 00:00:00,,,1976-12-01 00:00:00,2,No,,,1.0,Confirmed to be Out of Business,2016-03-14 00:00:00,2016-08-30 09:04:55.383,1993-12-13 00:00:00,2001-06-29 00:00:00,False,,False,False,1976-12-01 00:00:00,0.0,340000.0,2019-03-17 09:32:48.557,7860.0,,,0.0,,False,,,False,,,,,False,0.0,238990.0,False,0.0,
73,True,False,19,Twin Cities Metro,1,Not Accredited,False,,,,1.0,Corporation,False,20,1,0.0,,,1972-01-01 00:00:00,MN,1985-01-01 00:00:00,MN,2003-07-30 00:00:00,,,1981-05-01 00:00:00,2,No,,,,,,,2021-04-26 00:00:00,2016-03-10 00:00:00,False,,False,False,1972-01-01 00:00:00,,5100000.0,2021-12-13 14:44:15.087,7393.0,,,,,False,,,False,,,,,False,,238350.0,False,0.0,
74,True,False,19,Twin Cities Metro,3,Accredited Business,False,,1.0,Returned,1.0,Corporation,False,4,1,0.0,,2004-09-27 00:00:00,1973-01-01 00:00:00,MN,1997-11-01 00:00:00,MN,2004-09-08 00:00:00,,,2004-09-08 00:00:00,1,Yes,2004-09-08 00:00:00,2005-09-08 00:00:00,,,,,,2004-09-08 00:00:00,False,,False,False,1973-01-01 00:00:00,0.0,500000.0,2018-10-01 14:56:20.56,7860.0,,,0.0,,False,,,False,,,,,False,0.0,812199.0,False,0.0,
75,True,False,19,Twin Cities Metro,3,Accredited Business,False,,1.0,Returned,6.0,Limited Liability Company (LLC),False,34,1,0.0,,,1947-01-01 00:00:00,MN,1960-04-29 00:00:00,MN,1951-06-24 00:00:00,,,1951-06-24 00:00:00,2,No,,,,,,,,2002-05-14 00:00:00,False,,False,False,1947-01-01 00:00:00,800.0,0.0,2021-08-31 14:45:12.277,,,,0.0,,False,,,False,,,,,False,0.0,237310.0,False,,
77,True,False,19,Twin Cities Metro,1,Not Accredited,False,,,,1.0,Corporation,False,101,1,0.0,,,1841-01-01 00:00:00,MN,,,1970-06-17 00:00:00,,,1970-06-01 00:00:00,2,No,,,,,,,2002-10-22 00:00:00,2016-02-16 00:00:00,False,,False,False,1841-01-01 00:00:00,0.0,11600000.0,2018-10-01 14:56:42.237,7860.0,,,0.0,,False,,,False,,,,,False,0.0,541690.0,False,0.0,
